상권_코드,상권_코드_명,스타벅스_리저브_수
3110973,강남구청역 4번,0
3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),0
3111017,송파나루역 3번,0
3111018,풍납초등학교(풍납백제문화공원),0
3111041,거여역 8번,0
3111042,거여역 1번(거여공원),0
3110848,양지어린이공원,0
3111077,길동주민센터(강동도서관),0
3111028,문현중학교(장지역 1번),0
3111050,강동구청(강동구청역 2번),0
3111051,천호역 6번,0
3111052,암사역 3번(천호동자전거거리),0
3111053,성내천어린이공원(하니사랑길),0
3110823,신대방삼거리역 3번,0
3110824,대방역 3번,0
3110825,신대방삼거리역 1번,0
3110871,신원동주민센터,0
3110849,이수역 10번,0
3110898,청림동주민센터(상도중학교),0
3110899,낙성대역 5번(관악중학교),0
3111029,오금역 4번,0
3111030,방이역 2번,0
3110856,미성초등학교,0
3110857,미성동주민센터,0
3110858,신대방역 1번,0
3110859,난향초등학교,0
3110872,신림초등학교,0
3110873,당곡중학교,0
3110926,신중초등학교,0
3110900,낙성대역 1번(관악구민 종합체육센터),0
3110983,국립국악고등학교,0
3110984,포이초등학교(개포목련어린이공원),0
3110985,청담근린공원,0
3110986,삼성중앙역 7번,0
3110987,영동대교남단,0
3110832,노량진초등학교,0
3110833,상도역 2번,0
3110834,동작구자원봉사센터,0
3110909,남태령역(서울전자고등학교),0
3110910,내방역 5번,0
3110911,방배배수지체육공원,0
3110912,방배동사이길,0
3111002,한국교통안전공단 강남자동차검사소,0
3110927,잠원역,0
3110928,서초우방유쉘아파트,0
3110929,남부터미널역 1번,0
3110988,청담역 3번,0
3110989,대치동아우편취급국,0
3110990,청담역 12번,0
3110991,삼성중앙역 5번,0
3111054,암사역 4번(삼성광나루아파트),0
3111055,선사초등학교,0
3111056,천호태영아파트,0
3111057,천호공원(해공체육문화센터),0
3110883,은천초등학교(은천교앞),0
3110884,봉천역 4번(봉천110안전센터),0
3111003,삼전역 4번,0
3111004,삼전역 1번,0
3111005,삼전역 3번,0
3111006,석촌고분역 1번,0
3111059,강동역 4번(강풀만화거리),0
3110829,장승배기역 5번,0
3110877,신림역 8번,0
3111058,성내중학교,0
3110850,사당역 10번,0
3110851,경문고등학교(동작동성당),0
3110945,본마을노인복지센터(서초구립내곡도서관),0
3110946,청계산원터골,0
3110947,청계산입구역 2번(내곡동주민센터),0
3111060,암사역 2번(서울강동초등학교),0
3110860,호림박물관(성보고등학교),0
3110861,관악구신사동주민센터,0
3111019,한성백제역 3번,0
3111020,방이동고분군(방산고등학교),0
3110901,인헌고등학교(인헌중학교),0
3110902,사당역 4번,0
3110903,방배아이파크아파트,0
3111031,장지동주민센터(한림연예예술고교),0
3111032,방이역 1번,0
3110862,난곡초등학교(난곡동벽화마을),0
3110913,방현초등학교(방배119안전센터),0
3110914,내방역 6번,0
3110930,서초동성당,0
3110931,삼성전자서울R&D(서울우면초등학교),0
3110932,서울시인재개발원,0
3110933,한국상담대학원대학교,0
3110934,우면주공아파트,0
3110935,한전아트센터,0
3110992,도곡초등학교,0
3110993,개포지하차도 북측,0
3110994,개포고등학교,0
3110995,봉은사역 4번,0
3110996,대치2동주민센터,0
3110835,상도역 1번,0
3110836,상도역 5번,0
3110915,서래초등학교,0
3111007,석촌고분역 4번,0
3111008,석촌고분역 3번,0
3110878,미림여고,0
3110879,신림현대아파트,0
3110936,더케이호텔(양재리본타워2단지아파트),0
3110937,방아다리근린공원(횃불트리니티신학대학원대학교),0
3110938,바우뫼공원,0
3111043,마천공원,0
3111044,남천초등학교,0
3110885,영락고등학교,0
3110886,관악해태어린이공원,0
3110887,서울산업정보학교(서울삼성초등학교),0
3110948,헌인가구단지,0
3111009,송파책박물관,0
3111010,석촌역 7번,0
3111011,잠실나루역,0
3111012,석촌역 6번,0
3111013,송파나루역 1번(송리단길),0
3111045,개미어린이공원,0
3111046,마천역(마천초등학교),0
3111047,마천1치안센터,0
3110826,장승배기역 4번,0
3110827,NH농협은행 상도동지점,0
3110828,노량진역 6번,0
3110852,이수역 9번,0
3110853,KT구로지사,0
3110854,조원동주민센터,0
3110855,신대방역 2번,0
3110949,한남IC,0
3110950,논현역 7번,0
3110951,신사은행나무공원,0
3110952,논현목련공원,0
3110953,학동근린공원,0
3110954,국기원,0
3110955,논현초등학교,0
3110956,언주역 8번,0
3111048,천호역 1번(천호문구완구거리),0
3111049,천호지구대(천호동자전거거리),0
3110863,난우초등학교,0
3111021,방이역 4번,0
3111022,석촌중학교(방이육교),0
3111023,문정역 1번,0
3110904,이수역 5번,0
3110905,방배노인종합복지관(이수중학교),0
3110906,서문여고,0
3110907,방배초등학교,0
3110908,구반포역,0
3111033,문정동성당,0
3111034,오동나무공원(송파레미니스1단지),0
3110864,신림우방아파트,0
3110865,남강고등학교(남강중학교),0
3110916,내방역 4번,0
3110939,양재역 8번(양재동우체국),1
3110940,양재근린공원(양재2동주민센터),0
3110941,언남고등학교,0
3111024,경찰병원역 4번(건너말공원),0
3110997,대청초등학교,0
3110998,은곡마을(은곡마을공원),0
3110999,윗방죽마을공원,0
3111000,대왕초등학교(세곡동사거리서남측),0
3111001,아래방죽마을공원(율현초등학교),0
3110837,숭실대입구역 1번,0
3110838,상도1동주민센터앞,0
3110839,숭실대입구역 4번,0
3110888,청룡동주민센터,0
3110917,서초소방서,0
3110918,방배역 3번,0
3110919,내방역 8번,0
3110920,방배역 2번(백석예술대학교),0
3110874,원신초등학교(구세군관악영문교회),0
3110875,보라매동주민센터(당곡고등학교),0
3110876,서원동주민센터(신관중학교),0
3111089,상일여고(상일초등학교),0
3111090,강일동주민센터,0
3111061,암사역 1번,0
3111062,둔촌동역 3번(성내3동주민센터),0
3110889,봉천역 6번,0
3110890,봉천역 1번(관악초등학교),0
3110891,구암초등학교,0
3110957,언북중학교,0
3110958,역삼역 4번,0
3110959,신구중학교,0
3110960,은광여고,0
3111014,송파나루역 2번,0
3111015,석촌역 3번,0
3111016,송파역 2번,0
3111038,보인중학교,0
3111039,벌말어린이공원,0
3110843,사당5동주민센터,0
3110844,흑석2치안센터,0
3111063,강동구립 천호도서관,0
3111064,둔촌동역 4번,0
3111065,천일초등학교,0
3110961,언주역 3번,0
3110962,도산공원북측,1
3110963,역삼월드메르디앙아파트,0
3110964,싸리고개근린공원,0
3110965,언주역 6번,0
3111035,오금공원(오주중학교),0
3110821,보라매역 2번,0
3110822,신대방삼거리역 4번(대림초등학교),0
3110866,난우중학교,0
3110845,사당종합체육관,0
3110846,남성역 1번,0
3110847,예술인마을,0
3110895,샤로수길,0
3111066,암사동성당(효정하나플러스아파트),0
3111067,강동구립성내도서관,0
3111068,강동성심병원,0
3111069,천호1동주민센터,0
3111036,투구봉어린이공원,0
3110840,중앙대학교,0
3110867,국제신학대학원대학교(남서울중학교),0
3110868,남부초등학교,0
3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",0
3110870,신림주공2단지(광신고등학교),0
3110896,관악우성아파트,0
3110897,서울대입구역 8번,0
3110974,언주중학교,0
3110975,매봉역 1번,0
3110976,언북초등학교,0
3110977,논현로18길,0
3111070,천호초등학교,0
3111071,천동초등학교,0
3111072,굽은다리역 1번(십자성마을),0
3111073,둔촌동역 1번(한산중학교),0
3110841,중대부중,0
3110842,흑리단길,0
3110921,서울프랑스학교,0
3110922,내방역 1번,0
3110923,방배역 1번,0
3110924,반포4동주민센터(몽마르뜨공원),0
3110925,서초중학교,0
3110978,도곡2동주민센터(대치중학교),0
3110979,청담초등학교,0
3110980,개포지구대옆,0
3110981,국악고교사거리,0
3110982,강남구보훈회관,0
3111040,거여초등학교,0
3111074,명일역 1번,0
3111075,굽은다리역 2번,0
3111076,둔촌2동주민센터,0
3110892,관악구 중앙길,0
3110893,관악소방서(문영여고),0
3110894,관악동부센트레빌아파트(은천로35라길),0
3110966,논현2동주민센터,0
3110967,역삼역 8번,0
3120044,삼각지역,0
3120045,남영동 먹자골목,0
3120046,이태원(이태원역),0
3120100,망원역,0
3120101,합정역,1
3120158,녹두거리(대학동),0
3120047,한남오거리,0
3120048,금호역,0
3120105,상수역(홍대),0
3120102,서교동(홍대),0
3120103,홍대입구역(홍대),0
3120104,연남동(홍대),0
3120157,신림역(신림),0
3120154,장승배기역,0
3120155,총신대학교,0
3120156,"총신대입구역(이수, 총신대)",1
3120042,"숙대입구역(남영역, 남영동)",0
3120043,서울역,0
3120001,서대문역,0
3120049,왕십리역(왕십리),0
3120050,서울숲역,0
3120051,뚝섬역,0
3120052,성수역,0
3120053,건대입구역(건대),0
3120054,어린이대공원역,0
3120055,군자역,0
3120056,구의역,0
3120108,신정네거리역,0
3120109,서울남부지방법원,0
3120162,방배동카페골목,0
3120163,사당역 11번(사당역먹자골목),0
3120164,내방역,0
3120002,서촌(경복궁역),0
3120003,광화문역,3
3120004,종로구청,0
3120005,삼청동,0
3120057,아차산역,0
3120058,구의사거리,0
3120110,목동역 8번출구,0
3120111,목동사거리,0
3120112,등촌역,0
3120106,마포역,0
3120107,공덕역(공덕오거리),0
3120159,서울대입구역,1
3120160,사당역(사당),1
3120161,방배동가구거리(사당동가구거리),0
3120006,종각역,1
3120007,북촌(안국역),0
3120008,인사동,0
3120059,구삼강변맛길,0
3120060,강변역(테크노마트),0
3120061,올림픽대교북단,0
3120062,신설동역,0
3120063,청량리역(청량리),0
3120113,오목교역,0
3120114,목동신시가지,0
3120115,김포공항역(김포공항),0
3120175,남부터미널역,0
3120010,원남동사거리,0
3120064,경희대학교(경희대),0
3120065,회기역,0
3120116,송정역,0
3120176,논현역 4번,0
3120177,신논현역 1번,0
3120009,종로3가역,0
3120165,서래마을카페거리(서래마을),0
3120166,방배역,0
3120167,고속터미널(고속터미널역),1
3120168,서울고교교차로,0
3120013,이화사거리,0
3120066,장한평역(장한평),0
3120067,장안동사거리,0
3120068,사가정역,0
3120069,상봉역,0
3120070,한성대입구역,0
3120120,화곡역,0
3120121,까치산역,0
3120122,강서구청,0
3120169,서초역,0
3120170,삼호가든사거리,0
3120171,서초3동사거리,0
3120014,종로5가역,0
3120015,종로6가,0
3120016,동대문역,0
3120071,성북구청,0
3120072,성신여대,0
3120073,미아사거리,0
3120074,안암역,0
3120075,월곡역,0
3120076,수유역,0
3120077,미아역,0
3120123,오류동역,0
3120117,강서농산물도매시장,0
3120118,마곡역(마곡),0
3120119,발산역(마곡),1
3120184,포이사거리(삼호물산),0
3120185,논현역,0
3120186,가로수길,0
3120011,종로4가,0
3120012,대학로(혜화역),0
3120182,"양재시민의숲역(양재동꽃시장, aT센터)",0
3120183,양재천카페거리,0
3120017,동묘앞역(동묘),0
3120018,중림동,0
3120019,경찰청앞교차로,0
3120020,시청역_1번,1
3120021,시청역_8번,1
3120078,미아사거리역,0
3120079,창동역,0
3120178,신사역,0
3120179,양재역,1
3120180,양재화물트럭터미널앞,0
3120022,북창동(시청역_6번),0
3120023,서울시청,0
3120080,마들역,0
3120126,디지털단지오거리,0
3120127,구로구청,0
3120124,개봉동 현대아파트,0
3120125,구로역,0
3120181,교육개발원입구사거리,0
3120172,교대입구교차로,0
3120173,교대역(법원.검찰청),0
3120174,논현역 5번,0
3120024,회현역,0
3120025,롯데백화점(시청광장 지하쇼핑센터),0
3120084,공릉역,0
3120085,은행사거리,0
3120086,태릉입구역,0
3120087,응암역,0
3120133,서울시흥동우체국(홈플러스시흥점),0
3120134,구로전화국,0
3120135,양평역,0
3120026,을지로입구역,0
3120027,명동역(명동재미로),1
3120028,명동(명동거리),0
3120088,구산역,0
3120089,구파발역,0
3120090,연신내역,0
3120136,영등포구청역,0
3120081,노원역,0
3120082,상계백병원,0
3120083,등나무근린공원,0
3120128,신도림역,0
3120129,구로디지털단지,0
3120130,구로디지털단지역,0
3120131,가산디지털단지,0
3120132,독산동,0
3120030,중부경찰서(영화인의거리),0
3120091,본서부병원,0
3120092,불광역,0
3120093,연희동,0
3120094,"신촌역(신촌역, 신촌로터리)",0
3120140,문래동주민센터,0
3120141,영등포청과시장교차로,0
3120142,대림역,0
3120143,당산역,0
3120031,을지로3가역,0
3120032,충무로역,0
3120096,"이화여대(이대역, 이대)",0
3120144,영중로,0
3120145,영등포역(영등포),1
3120146,한강성심병원,0
3120147,보라매역,0
3120033,을지로4가역,0
3120095,홍제역,0
3120137,문래역(문래로데오거리),0
3120138,당산2동(영등포우체국),0
3120139,대림3동사거리,0
3120029,을지로2가,0
3120149,여의도역(여의도),3
3120150,63빌딩,0
3120151,보라매공원,1
3120152,신대방삼거리역,0
3120153,노량진역(노량진),0
3120036,장충동족발거리(남소영길),0
3120037,동대문역사문화공원역,0
3120038,약수역,0
3120039,신당역,0
3120040,용산전자상가(용산역),0
3120041,신용산역(용산역),1
3120208,청담사거리(청담동명품거리),1
3120209,"강남구청(청담역_8번, 강남세무서)",0
3120210,선릉역,1
3120211,도성초등학교,0
3120212,한티역,0
3120213,삼성중앙역,0
3120214,영동대교남단교차로,0
3120215,포스코사거리,0
3120216,경기고교사거리(경기고교앞사거리),0
3120217,대치사거리,0
3120218,코엑스,0
3120219,은마아파트,0
3120220,대치역,0
3120221,봉은사역,0
3120222,삼성역,1
3120223,휘문고교사거리,0
3120224,수서역,1
3120225,잠실새내역(신천),1
3120226,석촌고분역,0
3120227,잠실역,2
3120228,석촌역(석촌호수),0
3120034,중구청(퇴계로4가),0
3120035,퇴계로5가,0
3120097,충정로역,0
3120098,DMC(디지털미디어시티),0
3120099,월드컵경기장역(월드컵경기장),0
3120148,국회의사당역(국회의사당),2
3120232,송파나루역,0
3120233,몽촌토성역,0
3120234,가락시장역,0
3120235,문정역,0
3120236,장지역(가든파이브),0
3120237,경찰병원역,0
3120238,방이역,0
3120239,오금역,0
3120240,개롱역,0
3120241,거여역,0
3120242,강동구청역,0
3120246,길동역,0
3120247,굽은다리역,0
3120248,명일역,0
3120249,고덕역,0
3120187,신논현역,1
3120188,압구정역,0
3120189,강남역,1
3120243,천호역,0
3120244,암사역,0
3120245,둔촌역,0
3120229,방이동먹자골목,0
3120230,송파사거리(송파역),0
3120231,가락시장,0
3120199,경복아파트교차로,0
3120200,학동사거리,0
3120201,도곡1동,0
3120202,압구정로데오역(압구정로데오),2
3120203,강남구청역,0
3120204,르네상스호텔사거리,1
3120205,매봉역,0
3120206,개나리아파트,0
3120207,선정릉역,0
3120190,강남을지병원,0
3120191,학동역,0
3120192,뱅뱅사거리,0
3120193,도산공원교차로,0
3120194,언주역(차병원),0
3120195,성수대교남단,1
3120196,서울세관,0
3120197,역삼역,0
3120198,구역삼세무서,0
3130293,봉천중앙시장,0
3130294,관악중부시장,0
3130295,인헌시장(원당종합시장),0
3130296,남부종합시장,0
3130301,양재시장,0
3130302,강남시장(강남구 강남시장),0
3130303,영동전통시장,0
3130304,신사상가,0
3130305,논현종합시장,0
3130306,강남언주로,0
3130307,도곡시장,0
3130308,청담삼익시장,0
3130314,풍납시장,0
3130315,문정동 로데오거리 상점가(문정동 로데오거리),0
3130316,마천시장,0
3130317,마천중앙시장,0
3130318,로데오거리상점가,0
3130319,성내전통시장,0
3130320,암사종합시장,0
3130321,장신구 특화거리 상점가,0
3130322,고분다리전통시장,0
3130323,둔촌역전통시장,0
3130215,대원종합시장,0
3130309,은마종합상점가,0
3130310,강남개포시장,0
3130311,새마을시장,0
3130312,석촌시장,0
3130313,방이시장,0
3130324,길동복조리시장,0
3130325,명일전통시장,0
3130326,고덕 골목형상점가,0
3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",0
3130289,봉일시장,0
3130290,영림시장,0
3130291,봉천제일종합시장,0
3130292,봉천현대시장,0
3130131,동북프라자,0
3130132,삼양골목시장(삼양시장),0
3130133,우이골목시장(우이시장),0
3130134,"솔샘시장(미아6,7동골목시장)",0
3130223,고척근린시장,0
3130224,개봉프라자(고척근린시장),0
3130225,개봉중앙시장,0
3130226,고척프라자,0
3130227,고척골목시장상점가(그라운드 고척),0
3130228,구로시장,0
3130053,백학시장,0
3130054,황학동주방가구거리상점가,0
3130055,"황학시장(서울중앙시장, 신중앙시장)",0
3130056,용산용문시장,0
3130057,만리시장,0
3130135,수유중앙골목시장(수유중앙시장),0
3130136,수유재래시장,0
3130137,"수유전통시장(수유시장, 수유골목시장)",0
3130138,수유프라자,0
3130139,강북종합전통시장(강북종합골목시장),1
3130229,남구로시장,0
3130230,가리봉시장,0
3130231,독산동 우시장,0
3130232,독산동 맛나는거리상점가(독산동 맛나는거리),0
3130058,이촌종합시장,0
3130059,후암시장,0
3130060,신흥시장,0
3130061,이태원시장,0
3130062,보광시장,0
3130063,신금호역 골목형상점가,0
3130064,금남시장,0
3130065,무학봉상점가,0
3130216,화곡중앙시장,0
3130217,화곡본동시장,0
3130218,신월중앙시장,0
3130219,까치산시장,0
3130220,등마루시장,0
3130221,"남부골목시장(남부화곡시장, 남부시장)",0
3130222,오류시장,0
3130049,신당 미래유산 먹거리 골목형상점가,0
3130050,청평화시장,0
3130051,동화동 골목형상점가,0
3130052,서울중앙시장(신중앙시장),0
3130234,푸른터시장(기능상실),0
3130235,대명여울빛거리시장(대명시장),0
3130236,비단길현대시장(현대시장),0
3130237,박미시장(기능상실),0
3130238,은행나무시장,0
3130239,양남시장,0
3130066,행당시장상점가,0
3130067,왕십리도선동상점가,0
3130144,백운시장,0
3130145,쌍문역둘리상점가,0
3130146,쌍문시장(쌍문역골목시장),0
3130147,쌍문역동측상점가,0
3130240,영등포유통상가,0
3130241,선유도역 골목형상점가,0
3130242,대림중앙 골목형상점가,0
3130070,뚝섬역상점가,0
3130148,방학동도깨비시장,0
3130149,창동신창시장,0
3130245,영일시장,0
3130246,영등포청과시장(조광시장),0
3130243,도림시장,0
3130244,대림중앙시장,0
3130068,마장축산물시장,0
3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",0
3130140,숭인시장,0
3130141,강북북부골목시장,0
3130142,강북북부시장,0
3130143,방천골목시장,0
3130233,남문시장,0
3130151,신도봉시장,0
3130152,오!도봉거리 상점가,0
3130153,창동역상점가,0
3130154,상계주공1단지(가)상가,0
3130274,사당1동먹자골목상점가(사당1동먹자골목),0
3130275,강남골목시장,0
3130276,신림중앙시장(조원동 펭귄시장),0
3130277,조원동 펭귄시장(신림중앙시장),0
3130278,미성동 도깨비시장 골목형상점가,0
3130279,관악신사시장,0
3130280,신림종합시장,0
3130077,조양시장,0
3130078,화양제일골목시장,0
3130079,한아름시장,0
3130080,자양종합시장(기능상실),0
3130081,자양골목전통시장(자양골목시장),0
3130082,면곡골목시장,0
3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",0
3130155,시영B상가(중계 그린아파트 B 상가),0
3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),0
3130157,상계중앙시장,0
3130158,상계역전종합상가,0
3130159,공릉동 도깨비시장,0
3130160,수일시장,0
3130161,증산종합시장,0
3130162,증산골목시장,0
3130255,영등포전통시장,0
3130256,신동시장,0
3130257,영등포시장기계공구상가,0
3130258,영진시장A동,0
3130259,대신시장,0
3130260,신대방1동골목상권,0
3130261,성대전통시장(성대시장),0
3130084,신성시장(신성골목시장),0
3130085,용두시장,0
3130086,서울약령시장,0
3130087,경동광성상가(경동시장),0
3130088,경동시장,0
3130089,청량리수산시장,0
3130090,청량리종합시장,0
3130163,응암오거리상점가,0
3130164,역촌중앙시장,0
3130247,우리시장,0
3130248,영등포역지하도상점가,0
3130249,동남상가,0
3130250,삼구시장(로타리상가),0
3130253,영신상가(제일상가),0
3130254,남서울상가,0
3130071,성수역 골목형상점가,0
3130072,성동용답상가시장,0
3130073,뚝도시장,0
3130074,영동교골목시장,0
3130075,노룬산시장(노룬산골목시장),0
3130076,능동로골목시장,0
3130150,창동골목시장,0
3130269,강남시장(동작구 강남시장),0
3130270,흑석시장,0
3130271,남성역골목시장,0
3130272,사당시장,0
3130273,남성사계시장(남성시장),0
3130091,청량종합도매시장,0
3130092,청량리농수산물시장,0
3130093,동서시장,0
3130094,청량리청과물시장,0
3130095,청량리전통시장,0
3130096,동부시장,0
3130097,답십리 건축자재시장,0
3130169,대조시장,0
3130170,제일시장,0
3130171,불광먹자골목 골목형상점가,0
3130172,모래내시장(서중시장),0
3130173,백련시장,0
3130174,연희사러가,0
3130175,신촌 상인회(신촌상점가),0
3130281,우림시장,0
3130282,난곡 골목형상점가,0
3130283,신원시장,0
3130284,관악종합시장(신원시장),0
3130100,답십리시장,0
3130101,답십리현대시장,0
3130102,이문제일시장,0
3130176,유진상가,0
3130177,인왕시장(홍제골목형상점가),0
3130178,이대 앞 스타트업 상점가,0
3130179,"이화여대 3,5,7길 상점가",0
3130180,포방터시장,0
3130262,상도도깨비 골목형상점가,0
3130263,신노량진시장(기능상실),0
3130285,서원동상점가,0
3130286,신신림시장(삼성동시장),0
3130287,삼성동 시장(삼성동시장),0
3130288,신림현대종합상가,0
3130098,회기시장,0
3130099,전농로터리시장,0
3130165,"대림골목시장(대림시장, 양지시장)",0
3130166,응암시장(신응암시장),0
3130167,연신내상점가(연빛거리),0
3130168,연서시장,0
3130267,본동인정시장(기능상실),0
3130268,상도전통시장,0
3130182,영천시장,0
3130183,상암동상점가,0
3130004,낙원시장(낙원지하시장(대일상가)),0
3130005,세운상가가동,0
3130007,광장시장(광장전통시장),0
3130009,마전교지하쇼핑센터(구 한일상가),0
3130010,종로신진시장,0
3130011,충신시장,0
3130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",0
3130013,동대문상가A동,0
3130014,동문시장,0
3130109,묵1동도깨비시장,0
3130110,면목골목시장(면목시장),0
3130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",0
3130184,마포농수산물시장,0
3130185,망원월드컵시장,0
3130186,망원시장,0
3130187,영진시장,0
3130188,합정시장,0
3130189,서교시장,1
3130015,창신골목시장,0
3130016,동대문상가B동,0
3130017,동대문상가C동,0
3130018,동대문문구완구거리(동대문문구완구시장),0
3130019,동대문상가D동,0
3130020,동묘시장(동묘벼룩시장),0
3130112,사가정시장,0
3130113,신아타운,0
3130114,유영시장,0
3130115,우림골목시장,0
3130116,동성타워프라자,0
3130117,정릉시장,0
3130190,홍대소상공인상점가,0
3130264,상도약수골목형상점가,0
3130265,노량진중앙시장,0
3130266,만양로상점가,0
3130001,통인시장,0
3130002,세종마을음식문화거리(금천교시장),1
3130103,이경시장,0
3130104,전곡시장,0
3130105,장미제일시장(중화동제일시장),0
3130106,중랑동부시장,0
3130107,중랑동부시장(중랑교종합상가),0
3130108,태능엔터피아(태릉시장),0
3130181,아현가구거리상점가,0
3130025,삼익패션타운(남대문시장),0
3130031,청계천공구상가,0
3130118,정릉골 골목형상점가,0
3130119,정릉아리랑시장,0
3130194,용강동 상점가,0
3130195,도화동 상점가,0
3130196,공덕시장,0
3130197,마포시장,0
3130198,아현시장,0
3130199,신월3동 골목시장,0
3130200,"신월7동 골목시장(약수시장, 우성상가)",0
3130032,인현시장,0
3130033,대림상가(청계상가),0
3130034,필동 골목형상점가,0
3130123,꿈의숲 장곡 골목형상점가,0
3130201,월정로시장,0
3130202,신영시장,0
3130203,서서울 골목형상점가,0
3130204,경창시장,0
3130205,신곡종합시장(신월6동 골목시장),0
3130206,신정3동 골목시장,0
3130207,신정1동 골목시장(신정제일시장),0
3130208,목동깨비시장(목3동시장),0
3130036,중부시장(신중부시장),0
3130038,"평화시장(통일상가, 동화상가)",0
3130042,약수시장,0
3130046,team204(팀204),0
3130035,방산종합시장(방산시장),0
3130120,돈암시장(돈암제일시장),0
3130121,길음시장,0
3130122,밤나무골시장,0
3130191,홍대 걷고싶은 거리,0
3130192,동진시장,0
3130193,신수시장,0
3130021,신설종합시장,0
3130022,숭례문수입상가(남대문시장),0
3130024,남대문시장(자유상가),0
3130212,공항시장,0
3130213,방신전통시장,0
3130214,송화벽화시장(송화골목시장),0
3130047,테크노상가(엘리시움),0
3130048,동평화시장,0
3130124,번동시장,0
3130125,장위전통시장,0
3130126,새석관시장,0
3130127,석관시장,0
3130128,돌곶이시장(석관황금시장),0
3130129,장미원골목시장,0
3130130,수유북부골목시장,0
3130209,목사랑시장(목4동시장),0
3130210,목2동시장,0
3130211,신정2동 골목시장(오목교중앙시장),0
3001491,이태원 관광특구,0
3001492,명동 남대문 북창동 다동 무교동 관광특구,0
3001493,동대문패션타운 관광특구,0
3001494,종로?청계 관광특구,0
3001495,잠실 관광특구,0
3001496,강남 마이스 관광특구,0
